feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_A0A076IZ25	condition	CRC	1.02610812600904	0.357364926107592	234	161	0.00446753318998028	0.0187065794674791
UniRef90_A0A1C0X5U2	condition	CRC	0.84068273162764	0.292803740050559	234	96	0.00446818152376539	0.0187079365736349
UniRef90_A0A174ZCC9	condition	CRC	0.388520239038114	0.135185287279297	234	39	0.00446863449862365	0.0187084755892167
UniRef90_A0A174ZZL4	condition	CRC	0.528286917889448	0.183945348777309	234	51	0.00446983320652495	0.0187121364011093
UniRef90_A0A174CKY0	condition	CRC	0.49140472668775	0.171146507687056	234	70	0.00447141325489643	0.0187173929779109
UniRef90_A0A174R3I4	condition	CRC	0.536206978380602	0.18659438292986	234	44	0.00447205230993755	0.018718710067711
UniRef90_A0A0K6BTM2	condition	CRC	0.744038392911136	0.259172336996017	234	85	0.00447258525687424	0.0187195828609926
UniRef90_A0A149N7X8	condition	CRC	0.639488467183861	0.222761110116618	234	42	0.00447379115549717	0.0187232718990489
UniRef90_A0A173ZJ37	condition	CRC	0.485042140997529	0.168935373077754	234	51	0.00447423064911144	0.0187237531515615
UniRef90_A0A174KWA9	condition	CRC	0.904601060527325	0.315120206799002	234	57	0.00447544908028185	0.0187274937944929
UniRef90_A0A174R8H8	condition	CRC	-0.490114114849751	0.170737804902911	234	97	0.00447618781217907	0.0187292267413149
UniRef90_A0A174Y9U9	condition	CRC	0.411065887221495	0.143128156908144	234	45	0.00447746343046413	0.0187332057093598
UniRef90_A0A029IJ34	condition	CRC	0.440461154289215	0.153192288252007	234	33	0.00447903103510706	0.0187384056500636
UniRef90_A0A174UK21	condition	CRC	0.694645147357861	0.242015395704759	234	95	0.00448041612234682	0.0187428413151172
UniRef90_A0A015TRV3	condition	CRC	0.568536496177024	0.198099387265093	234	62	0.00448446633111935	0.0187584244820637
UniRef90_A0A173T7C4	condition	CRC	0.607283937920408	0.211609918737546	234	137	0.00448696055606361	0.018767497215286
UniRef90_A0A0K6BSE5	condition	CRC	0.715982474059028	0.249494293583965	234	83	0.00448749215965959	0.0187683602212495
UniRef90_A0A0E2SVI4	condition	CRC	0.744960490694581	0.259599107030035	234	80	0.00448855376485918	0.0187714396051587
UniRef90_A0A174F0M1	condition	CRC	-0.438618973760667	0.152848718645627	234	73	0.00448896052093908	0.0187717801172768
UniRef90_A0A174HCA7	condition	CRC	-0.425884250762844	0.148405966320886	234	59	0.00449029088666335	0.0187759826190648
UniRef90_A0A0P0FIT0	condition	CRC	0.625021157058706	0.217829713774542	234	85	0.00449334803189774	0.0187871185057319
UniRef90_A0A149N0U7	condition	CRC	0.799405185078371	0.278608971430162	234	96	0.00449382301641242	0.0187871185057319
UniRef90_A0A174YZ91	condition	CRC	-0.844216218150542	0.294226927343753	234	134	0.00449393084256693	0.0187871185057319
UniRef90_A0A173RJ12	condition	CRC	0.36930904039954	0.128721634759547	234	30	0.00449748224102566	0.018800603152009
UniRef90_A0A174BWN3	condition	CRC	-0.504846297897403	0.175968420865764	234	32	0.0044983941199893	0.0188030527907406
UniRef90_A0A069FIK9	condition	CRC	0.44011435600133	0.153413126764835	234	28	0.00450006480743747	0.0188086736247115
UniRef90_A0A173ZQX5	condition	CRC	-0.769118467657498	0.268110443269872	234	138	0.00450231914089178	0.0188153700607993
UniRef90_A0A174YLA6	condition	CRC	0.41943249637599	0.146020243652712	234	42	0.00450220188614623	0.0188153700607993
UniRef90_A0A174MSM0	condition	CRC	-0.495688810980634	0.172814232517721	234	97	0.00450736560933747	0.018835095282356
UniRef90_A0A0E2HBH1	condition	CRC	0.570801680894655	0.198992818693876	234	50	0.0045084956993023	0.0188384533166589
UniRef90_A0A0P0FD35	condition	CRC	0.659247528708131	0.229856096088152	234	108	0.00451010258407354	0.0188438029761798
UniRef90_A0A016CUA8	condition	CRC	0.570589171558347	0.198958321414159	234	46	0.00451292324898945	0.0188539174748175
